resultId,raceId,driverId,constructorId,number,Grid,position,positionText,positionOrder,time_results ,milliseconds,fastestLap,rank_results,statusId,points,laps
17577,726,289,66,1,1,1,1,1,19:22.1,8362100,\N,\N,1,9,110
17578,726,386,66,2,4,2,2,2,34.3,8396400,\N,\N,1,6,110
17579,726,373,172,8,2,3,3,3,\N,\N,\N,\N,11,4,109
17580,726,356,34,5,5,4,4,4,\N,\N,\N,\N,12,3,108
17581,726,385,6,24,9,5,5,5,\N,\N,\N,\N,14,2,106
17582,726,430,95,12,19,6,6,6,\N,\N,\N,\N,45,1,99
17583,726,448,98,21,21,7,7,7,\N,\N,\N,\N,115,0,88
17584,726,347,170,11,12,8,8,8,\N,\N,\N,\N,113,0,85
17585,726,341,6,23,3,9,9,9,\N,\N,\N,\N,5,0,82
17586,726,440,176,16,16,10,10,10,\N,\N,\N,\N,6,0,76
17587,726,360,170,3,11,11,11,11,\N,\N,\N,\N,48,0,74
17588,726,346,176,14,14,,R,12,\N,\N,\N,\N,6,0,56
17589,726,408,170,4,10,,R,13,\N,\N,\N,\N,80,0,44
17590,726,449,176,18,17,,R,14,\N,\N,\N,\N,6,0,44
17591,726,364,34,6,6,,R,15,\N,\N,\N,\N,83,0,42
17592,726,345,172,10,13,,R,16,\N,\N,\N,\N,5,0,36
17593,726,401,172,9,7,,R,17,\N,\N,\N,\N,10,0,24
17594,726,418,26,17,8,,R,18,\N,\N,\N,\N,5,0,14
17595,726,434,176,22,18,,R,19,\N,\N,\N,\N,31,0,6
17596,726,403,54,25,15,,R,20,\N,\N,\N,\N,94,0,4
17597,726,394,54,26,20,,R,21,\N,\N,\N,\N,94,0,0
17598,726,433,172,7,0,,W,22,\N,\N,\N,\N,54,0,0
17599,726,404,176,15,0,,W,23,\N,\N,\N,\N,54,0,0
17600,726,450,98,19,0,,W,24,\N,\N,\N,\N,54,0,0
17601,727,373,172,8,1,1,1,1,09:52.1,7792100,\N,\N,1,9,65
17602,727,356,34,5,10,2,2,2,+1:41.1,7893200,\N,\N,1,6,65
17603,727,386,66,2,5,3,3,3,+1:54.7,7906800,\N,\N,1,4,65
17604,727,289,66,1,3,4,4,4,\N,\N,\N,\N,11,3,64
17605,727,347,170,11,8,5,5,5,\N,\N,\N,\N,13,2,62
17606,727,364,34,6,4,6,6,6,\N,\N,\N,\N,13,1,62
17607,727,434,176,22,16,7,7,7,\N,\N,\N,\N,14,0,61
17608,727,440,176,16,15,8,8,8,\N,\N,\N,\N,14,0,61
17609,727,346,176,14,9,9,9,9,\N,\N,\N,\N,16,0,59
17610,727,430,95,12,18,10,10,10,\N,\N,\N,\N,17,0,58
17611,727,382,66,13,11,11,11,11,\N,\N,\N,\N,5,0,57
17612,727,403,54,25,17,,R,12,\N,\N,\N,\N,22,0,46
17613,727,385,6,24,7,,R,13,\N,\N,\N,\N,80,0,36
17614,727,360,170,3,6,,R,14,\N,\N,\N,\N,5,0,30
17615,727,345,172,10,20,,R,15,\N,\N,\N,\N,22,0,26
17616,727,418,26,17,14,,R,16,\N,\N,\N,\N,22,0,23
17617,727,341,6,23,2,,D,17,\N,\N,\N,\N,2,0,19
17618,727,401,172,9,12,,R,18,\N,\N,\N,\N,5,0,19
17619,727,394,54,26,21,,R,19,\N,\N,\N,\N,5,0,12
17620,727,278,176,18,19,,R,20,\N,\N,\N,\N,6,0,9
17621,727,408,170,4,13,,R,21,\N,\N,\N,\N,5,0,7
17622,727,451,170,20,0,,W,22,\N,\N,\N,\N,54,0,0
17623,727,433,32,7,0,,W,23,\N,\N,\N,\N,54,0,0
17624,727,404,176,15,0,,W,24,\N,\N,\N,\N,54,0,0
17625,727,452,172,19,0,,W,25,\N,\N,\N,\N,54,0,0
17626,729,289,66,17,2,1,1,1,11:02.1,7862100,\N,\N,1,9,80
17627,729,401,172,5,10,2,2,2,27.2,7889300,\N,\N,1,6,80
17628,729,403,6,1,9,3,3,3,+1:21.1,7943200,\N,\N,1,4,80
17629,729,394,6,2,12,4,4,4,\N,\N,\N,\N,11,3,79
17630,729,408,170,7,15,5,5,5,\N,\N,\N,\N,12,2,78
17631,729,430,95,14,14,6,6,6,\N,\N,\N,\N,14,1,76
17632,729,347,95,11,13,7,7,7,\N,\N,\N,\N,15,0,75
17633,729,453,170,21,7,8,8,8,\N,\N,\N,\N,88,0,70
17634,729,373,172,4,3,9,9,9,\N,\N,\N,\N,88,0,70
17635,729,454,6,3,11,,R,10,\N,\N,\N,\N,3,0,73
17636,729,386,66,18,7,,R,11,\N,\N,\N,\N,3,0,71
17637,729,404,172,9,6,,R,12,\N,\N,\N,\N,3,0,61
17638,729,418,172,10,16,,R,13,\N,\N,\N,\N,86,0,54
17639,729,455,99,16,20,,N,14,\N,\N,\N,\N,62,0,52
17640,729,364,95,12,8,,R,15,\N,\N,\N,\N,6,0,47
17641,729,360,170,6,5,,R,16,\N,\N,\N,\N,6,0,21
17642,729,456,26,20,17,,R,17,\N,\N,\N,\N,54,0,12
17643,729,341,26,19,1,,R,18,\N,\N,\N,\N,3,0,8
17644,729,356,172,8,4,,R,19,\N,\N,\N,\N,3,0,4
17645,729,457,95,15,10,,R,20,\N,\N,\N,\N,3,0,2
17646,729,458,95,16,0,,W,21,\N,\N,\N,\N,54,0,0
17647,729,427,172,21,0,,W,22,\N,\N,\N,\N,54,0,0
17648,730,360,170,14,3,1,1,1,46:29.7,9989700,\N,\N,1,9,100
17649,730,403,6,36,9,2,2,2,1.3,9991000,\N,\N,1,6,100
17650,730,385,6,38,10,3,3,3,+1:24.1,10073800,\N,\N,1,4,100
17651,730,341,26,28,11,4,4,4,\N,\N,\N,\N,11,3,99
17652,730,347,95,2,18,5,5,5,\N,\N,\N,\N,17,2,93
17653,730,289,66,10,2,6,6,6,\N,\N,\N,\N,5,1,92
17654,730,435,6,40,4,7,7,7,\N,\N,\N,\N,51,0,90
17655,730,356,172,22,6,8,8,8,\N,\N,\N,\N,3,0,77
17656,730,404,172,34,8,,R,9,\N,\N,\N,\N,48,0,64
17657,730,373,172,18,1,,R,10,\N,\N,\N,\N,8,0,55
17658,730,456,26,26,12,,R,11,\N,\N,\N,\N,22,0,44
17659,730,408,170,16,19,,R,12,\N,\N,\N,\N,6,0,43
17660,730,401,172,20,17,,R,13,\N,\N,\N,\N,44,0,24
17661,730,364,95,4,5,,R,14,\N,\N,\N,\N,3,0,0
17662,730,427,172,30,7,,R,15,\N,\N,\N,\N,3,0,0
17663,730,386,66,8,14,,R,16,\N,\N,\N,\N,3,0,0
17664,730,346,172,46,0,,F,17,\N,\N,\N,\N,81,0,0
17665,730,453,66,24,0,,F,18,\N,\N,\N,\N,81,0,0
17666,730,418,176,32,0,,F,19,\N,\N,\N,\N,81,0,0
17667,730,430,95,44,0,,F,20,\N,\N,\N,\N,81,0,0
17668,730,425,172,42,0,,F,21,\N,\N,\N,\N,81,0,0
17669,730,454,6,40,0,,W,22,\N,\N,\N,\N,54,0,0
17670,730,424,175,6,0,,W,23,\N,\N,\N,\N,54,0,0
17671,730,459,66,12,0,,W,24,\N,\N,\N,\N,54,0,0
17672,731,373,172,16,13,1,1,1,07:32.3,7652300,\N,\N,1,9,32
17673,731,289,66,1,1,2,2,2,44.1,7696400,\N,\N,1,6,32
17674,731,403,6,9,4,3,3,3,+2:06.5,7778800,\N,\N,1,4,32
17675,731,454,6,12,7,4,4,4,+2:06.6,7778900,\N,\N,1,3,32
17676,731,341,26,5,11,5,5,5,\N,\N,\N,\N,11,2,31
17677,731,356,172,15,15,6,6,6,\N,\N,\N,\N,12,1,30
17678,731,430,95,7,13,7,7,7,\N,\N,\N,\N,12,0,30
17679,731,427,172,18,16,8,8,8,\N,\N,\N,\N,12,0,30
17680,731,376,172,19,18,9,9,9,\N,\N,\N,\N,13,0,29
17681,731,346,172,22,17,10,10,10,\N,\N,\N,\N,13,0,29
17682,731,436,172,4,19,11,11,11,\N,\N,\N,\N,116,0,16
17683,731,401,172,17,3,,R,12,\N,\N,\N,\N,3,0,25
17684,731,435,6,10,6,,R,13,\N,\N,\N,\N,3,0,25
17685,731,386,66,2,9,,R,14,\N,\N,\N,\N,6,0,22
17686,731,408,170,26,10,,R,15,\N,\N,\N,\N,6,0,22
17687,731,360,170,25,2,,R,16,\N,\N,\N,\N,67,0,19
17688,731,418,176,21,8,,R,17,\N,\N,\N,\N,54,0,13
17689,731,404,172,20,5,,R,18,\N,\N,\N,\N,22,0,8
17690,731,394,6,11,14,,R,19,\N,\N,\N,\N,80,0,3
17691,731,364,176,23,0,,W,20,\N,\N,\N,\N,54,0,0
17692,731,459,66,3,0,,W,21,\N,\N,\N,\N,54,0,0
17693,731,453,66,4,0,,W,22,\N,\N,\N,\N,54,0,0
17694,731,460,66,4,0,,W,23,\N,\N,\N,\N,54,0,0
17695,731,456,26,6,0,,W,24,\N,\N,\N,\N,54,0,0
17696,731,461,95,8,0,,W,25,\N,\N,\N,\N,54,0,0
17697,731,347,95,24,0,,W,26,\N,\N,\N,\N,54,0,0
17698,732,364,95,30,6,1,1,1,07:05.5,7625500,\N,\N,1,9,54
17699,732,408,170,24,11,2,2,2,\N,\N,\N,\N,11,6,53
17700,732,386,66,10,10,3,3,3,\N,\N,\N,\N,12,4,52
17701,732,360,170,22,3,4,4,4,\N,\N,\N,\N,13,3,51
17702,732,341,26,18,5,5,5,5,\N,\N,\N,\N,13,2,51
17703,732,430,95,38,17,6,6,6,\N,\N,\N,\N,13,1,51
17704,732,427,172,28,13,7,7,7,\N,\N,\N,\N,14,0,50
17705,732,401,172,14,12,8,8,8,\N,\N,\N,\N,16,0,48
17706,732,289,66,8,2,9,9,9,\N,\N,\N,\N,88,0,44
17707,732,347,95,32,9,,R,10,\N,\N,\N,\N,69,0,43
17708,732,373,172,12,1,,R,11,\N,\N,\N,\N,22,0,34
17709,732,453,87,42,16,,R,12,\N,\N,\N,\N,3,0,28
17710,732,456,26,20,14,,R,13,\N,\N,\N,\N,51,0,21
17711,732,418,176,34,7,,R,14,\N,\N,\N,\N,25,0,15
17712,732,356,172,26,4,,R,15,\N,\N,\N,\N,22,0,11
17713,732,346,176,40,15,,R,16,\N,\N,\N,\N,8,0,6
17714,732,404,172,36,8,,R,17,\N,\N,\N,\N,29,0,1
17715,732,397,32,16,0,,W,18,\N,\N,\N,\N,54,0,0
17716,732,459,66,\N,0,,W,19,\N,\N,\N,\N,54,0,0
17717,732,462,95,\N,0,,W,20,\N,\N,\N,\N,54,0,0
17718,732,446,172,\N,0,,W,21,\N,\N,\N,\N,54,0,0
17719,732,437,170,\N,0,,W,22,\N,\N,\N,\N,54,0,0
17720,733,373,172,20,1,1,1,1,26:20.8,8780800,\N,\N,1,9,75
17721,733,341,26,24,2,2,2,2,49.2,8830000,\N,\N,1,6,75
17722,733,360,170,16,4,3,3,3,+1:44.8,8885600,\N,\N,1,4,75
17723,733,289,66,12,5,4,4,4,+1:56.8,8897600,\N,\N,1,3,75
17724,733,356,172,30,9,5,5,5,\N,\N,\N,\N,11,2,74
17725,733,408,170,18,13,6,6,6,\N,\N,\N,\N,11,1,74
17726,733,418,172,34,14,7,7,7,\N,\N,\N,\N,11,0,74
17727,733,401,172,22,10,8,8,8,\N,\N,\N,\N,11,0,74
17728,733,364,95,8,6,9,9,9,\N,\N,\N,\N,12,0,73
17729,733,453,170,42,15,10,10,10,\N,\N,\N,\N,13,0,72
17730,733,438,99,40,19,11,11,11,\N,\N,\N,\N,14,0,71
17731,733,437,170,36,16,12,12,12,\N,\N,\N,\N,14,0,71
17732,733,386,66,14,8,13,13,13,\N,\N,\N,\N,15,0,70
17733,733,430,95,54,17,14,14,14,\N,\N,\N,\N,16,0,69
17734,733,463,172,46,20,15,15,15,\N,\N,\N,\N,45,0,64
17735,733,404,172,32,3,16,16,16,\N,\N,\N,\N,111,0,61
17736,733,403,6,2,12,,R,17,\N,\N,\N,\N,5,0,47
17737,733,456,26,26,11,,R,18,\N,\N,\N,\N,84,0,35
17738,733,347,95,10,7,,R,19,\N,\N,\N,\N,24,0,27
17739,733,455,176,44,21,,R,20,\N,\N,\N,\N,23,0,11
17740,733,464,172,48,18,,R,21,\N,\N,\N,\N,5,0,6
17741,733,465,172,48,0,,W,22,\N,\N,\N,\N,54,0,0
17742,733,427,172,28,0,,W,23,\N,\N,\N,\N,54,0,0
17743,733,436,99,38,0,,W,24,\N,\N,\N,\N,54,0,0
17744,733,465,97,50,0,,W,25,\N,\N,\N,\N,54,0,0
17745,733,346,176,52,0,,W,26,\N,\N,\N,\N,54,0,0
